x,y,order
7,145,0
7,146,1
7,147,2
7,148,3
7,149,4
7,150,5
7,151,6
7,152,7
7,153,8
7,154,9
7,155,10
7,156,11
8,157,12
8,158,13
8,159,14
8,160,15
8,161,16
9,162,17
9,163,18
9,164,19
9,165,20
10,166,21
10,167,22
10,168,23
11,169,24
11,170,25
11,171,26
12,172,27
12,173,28
13,174,29
13,175,30
14,176,31
15,177,32
15,178,33
16,179,34
16,180,35
17,181,36
18,182,37
19,183,38
20,184,39
21,185,40
22,185,41
23,186,42
24,186,43
25,186,44
26,185,45
27,185,46
28,184,47
29,183,48
30,183,49
31,182,50
32,181,51
33,180,52
34,179,53
35,179,54
36,178,55
37,177,56
38,177,57
39,176,58
40,176,59
41,175,60
42,175,61
43,175,62
44,175,63
45,175,64
46,175,65
47,175,66
48,176,67
49,176,68
50,177,69
51,178,70
52,179,71
53,180,72
54,181,73
55,182,74
56,183,75
57,184,76
57,185,77
58,186,78
59,187,79
59,188,80
60,189,81
60,190,82
60,191,83
61,192,84
61,193,85
62,194,86
62,195,87
62,196,88
62,197,89
62,198,90
63,199,91
63,200,92
63,201,93
63,202,94
63,203,95
63,204,96
63,205,97
64,206,98
64,207,99
64,208,100
64,209,101
64,210,102
64,211,103
64,212,104
64,213,105
64,214,106
64,215,107
64,216,108
64,217,109
64,218,110
64,219,111
64,220,112
64,221,113
64,222,114
63,223,115
63,224,116
63,225,117
63,226,118
63,227,119
63,228,120
63,229,121
63,230,122
63,231,123
63,232,124
63,233,125
63,234,126
63,235,127
62,236,128
62,237,129
62,238,130
62,239,131
62,240,132
62,241,133
62,242,134
62,243,135
62,244,136
62,245,137
62,246,138
62,247,139
62,248,140
63,248,141
64,248,142
65,248,143
66,248,144
67,248,145
68,248,146
69,248,147
70,248,148
71,248,149
72,248,150
73,248,151
74,248,152
75,248,153
76,248,154
77,248,155
78,248,156
79,248,157
80,248,158
81,248,159
82,248,160
83,248,161
84,248,162
85,248,163
86,248,164
87,248,165
88,248,166
89,248,167
90,248,168
91,248,169
92,248,170
93,248,171
94,248,172
95,248,173
96,248,174
97,248,175
98,248,176
99,248,177
100,248,178
101,248,179
102,248,180
103,248,181
104,248,182
105,248,183
106,248,184
107,248,185
108,248,186
109,248,187
110,248,188
111,248,189
112,248,190
113,248,191
114,248,192
115,248,193
116,248,194
117,248,195
