1,39.8497176903426,34.7850542618522,30.8706980808663,28.0178514522438,26.1725046566048,23.8537208837531,17.8885438199983,13,7.28010988928052,2.23606797749979,5,10,15.0332963783729,20.0997512422418,25.3179778023443,30.5941170815567,36.1386219991853,42.3792402008342,44.2831796509691,44.1021541423999
6,36.6742416417845,33.2866339541865,31.1448230047949,30,28.1780056072107,22.4722050542442,17.7200451466693,12.1655250605964,7.07106781186548,5,5,10.0498756211209,15.1327459504216,20.3960780543711,25.7099202643649,31.3209195267317,37.6961536499415,39.8246155034798,40,40.3112887414927
11,36.2353418639869,34.7131099154196,34.132096331752,32.6955654485436,27.2029410174709,22.561028345357,17.1172427686237,12.0415945787923,10,5,5.09901951359278,10.1980390271856,15.52417469626,20.8806130178211,26.5706605111728,33.1058907144937,35.5105618091294,36.1247837363769,37.0135110466435,39.446165846632
16,38.0131556174964,38.0131556174964,37,31.7804971641414,27.2946881279124,22.0227155455452,17,15.0332963783729,10.0498756211209,5.09901951359278,5.09901951359278,10.4403065089106,15.8113883008419,21.540659228538,28.1780056072107,30.8058436014987,31.8276609256791,33.2866339541865,36.2491379207837,40.853396431631
21,42.154477816716,41.4849370253831,36.4965751817893,32.1403173599764,27,22.0227155455452,20.0997512422418,15.1327459504216,10.1980390271856,5.09901951359278,5.3851648071345,10.770329614269,16.5529453572468,23.3238075793812,26.2488094968134,27.8028775489157,29.9666481275434,33.5261092284804,38.3275357934736,43.9658958739612
26,45.8911756223351,41.194659848092,37.0135110466435,32.0624390837628,27.1661554144122,25.3179778023443,20.3960780543711,15.52417469626,10.4403065089106,5.3851648071345,5.3851648071345,11.1803398874989,18.0277563773199,21.2132034355964,23.3238075793812,26.2488094968134,30.4138126514911,35.3553390593274,40.7921561087423,46.8401537145215
31,46.0434577328854,42.0119030752,37.2155881318568,32.3882694814033,30.5941170815567,25.7099202643649,20.8806130178211,15.8113883008419,10.770329614269,5.3851648071345,5.8309518948453,12.8062484748657,16.4012194668567,19.313207915828,23.1948270094864,28,33,38.1182371050918,43.7378554572581,47.8016736108685
36,47.169905660283,42.5793377120875,37.8549864614954,36.1386219991853,31.3209195267317,26.5706605111728,21.540659228538,16.5529453572468,11.1803398874989,5.8309518948453,7.07106781186548,11.1803398874989,15.1327459504216,20.0997512422418,25.4950975679639,30.4138126514911,35.0570962859162,40.1123422402632,43.7378554572581,46.8401537145215
41,48.5077313425396,43.9658958739612,42.3792402008342,37.6961536499415,33.1058907144937,28.1780056072107,23.3238075793812,18.0277563773199,12.8062484748657,7.07106781186548,5,10.4403065089106,16.5529453572468,22.3606797749979,26.9258240356725,30.8058436014987,35.0570962859162,38.1182371050918,40.7921561087423,43.0116263352131
46,45.6946386351835,44.2831796509691,39.8246155034798,35.5105618091294,30.8058436014987,26.2488094968134,21.2132034355964,16.4012194668567,11.1803398874989,5,5.8309518948453,12.2065556157337,18.0277563773199,22.3606797749979,25.9615099714943,30.0665927567458,33.1360830515618,35.9026461420325,38.2753184180093,41.146081222882
